Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
A1BG	59.3272508752598	0.0661108484036142	0.0814453021888829	0.811720831365988	0.416951838376652	0.546273798942672
A1BG-AS1	23.1059159446759	-0.0758243461478063	0.110464678995444	-0.686412587601268	0.492452969000877	0.616851688325071
A1CF	0.390099785773777	-0.289730672729994	0.482644813698133	-0.600297909574564	0.548307711646896	0.6669759140782
A2M	8.3247054635061	-1.30365428688459	0.235912184218314	-5.52601507719576	3.27585992004756e-08	2.39326263373487e-07
A2M-AS1	56.8922144103099	0.427378003501496	0.068458864907555	6.24284384613469	4.29685825385858e-10	4.23238104903001e-09
A2ML1	6.68790366990873	0.155685339696511	0.218890045830985	0.711249061625777	0.476929910929696	0.602483355165001
A2MP1	8.87942356697165	1.06172607262493	0.219496547916541	4.83709690518063	1.3174920597358e-06	7.34308695261268e-06
A4GALT	385.402520800585	-0.423083070629784	0.0610788400355346	-6.92683538822351	4.30358849334078e-12	5.64562004839087e-11
A4GNT	0.104551079223415	0.395795295176611	0.418994014418572	0.944632337351755	0.344846611825023	NA
AA06	0	NA	NA	NA	NA	NA
AAAS	1327.51287464258	0.063981453940253	0.0247066279903317	2.58964735961907	0.00960742934172529	0.0233149042130736
AACS	2301.60916663448	0.0171722627266578	0.019635447098781	0.874554199874771	0.381816517316978	0.512200070851302
AACSP1	3.90173426208702	0.144991831236766	0.264897898907059	0.547349872667873	0.584138386562771	0.69696736636665
AADAC	0.431864332080473	-0.421173948302957	0.480594153619434	-0.876360948486424	0.38083384099007	0.511236661832248
AADACL2	0.0281169587885633	-0.186969509984879	0.243752090333129	-0.767047821946279	0.44305308309442	NA
AADACL3	0	NA	NA	NA	NA	NA
AADACL4	0	NA	NA	NA	NA	NA
AADAT	126.346813152322	-0.220020002725035	0.0555293584701696	-3.96222842810672	7.42534458444585e-05	0.000299614634763246
AAED1	206.119406986269	0.0927144777394517	0.040767008634987	2.27425265781906	0.022950799832689	0.0500349872276758
AAGAB	3950.37766527621	0.0792529201754309	0.023284179804604	3.40372393790569	0.000664738992005794	0.00216700426648066
AAK1	1347.81945818994	0.364924150735755	0.0593893111750846	6.1446099224813	8.01602622619334e-10	7.52909158772318e-09
AAMDC	235.676645270709	-0.0628071356526029	0.0534845877744355	-1.17430344452656	0.240273504110385	0.357593908624242
AAMP	5596.26683653834	0.0408346700337616	0.0242801933288473	1.6818099213916	0.0926057042367818	0.163601659492296
AANAT	2.79815175373216	0.310879897438334	0.306229447084118	1.0151861631809	0.310017095089621	0.43765781742887
AAR2	1056.9721724543	-0.126523646380256	0.0369458067068501	-3.42457392754121	0.000615764287888302	0.00202365762097431
AARD	56.9985710654461	0.194666716594475	0.0720382136304033	2.70227018111839	0.00688677753964313	0.0173994909661717
AARS	14536.3226632199	0.195715464511724	0.0267690543343592	7.31125806937883	2.64652683247852e-13	4.11774009400392e-12
AARS2	817.750525597055	0.201954305402214	0.0403992573669722	4.99896083652565	5.76401073603609e-07	3.40689659372571e-06
AASDH	227.732884007855	0.052792635522476	0.0413297549970934	1.27735176572396	0.201478085538813	0.310508664653819
AASDHPPT	588.413003976807	-0.172976376087744	0.0451525624956738	-3.83093154689321	0.000127659020779737	0.000487439332466505
AASS	42.7957901135144	-1.52749610753267	0.125292524659364	-12.1914384891318	3.45272290414962e-34	6.38937392741306e-32
AATF	1490.64971484092	-0.0505574133867346	0.0263287254265394	-1.92023778468869	0.0548278709365779	0.105187031536536
AATK	20.7754632723071	0.277636348159353	0.139870468781028	1.98495329699654	0.047149667819825	0.0925175941033115
AATK-AS1	1.77980758021361	0.438981594505909	0.346811901690256	1.26576277332596	0.205598026653927	0.315432851794414
ABAT	3948.88012626039	-0.0275201907038694	0.014173572718338	-1.94165516703233	0.0521788595719751	0.10080533787811
ABCA1	1089.27308846425	0.358429216381649	0.119878743843486	2.98993136639483	0.0027904013783709	0.00778492894575169
ABCA10	7.01723779895449	-0.819848800327335	0.196890211734853	-4.16398963210727	3.12734321462895e-05	0.000135864473572604
ABCA11P	168.735416989878	-0.0757979738580426	0.0483643163352699	-1.56722930460958	0.117061103045948	0.199014989570182
ABCA12	104.43039693918	-0.861873003366768	0.0734173164870198	-11.7393694649565	8.00812563077572e-32	1.08829176052612e-29
ABCA13	0.837876348301672	0.779516072935696	0.425548300861907	1.83179223452863	0.066982380635613	0.124735950236215
ABCA17P	50.414327446983	-0.26989919597133	0.076033019115812	-3.54976297285032	0.000385578145920539	0.00133025225075124
ABCA2	7003.09598179612	-0.515317202959473	0.0516387795297202	-9.97926766768154	1.87848069925334e-23	1.07487407116815e-21
ABCA3	3355.62373534862	0.135345222276595	0.0403442853021938	3.35475572966056	0.000794350935497863	0.00253257597562048
ABCA4	124.758091426762	-0.316823798652548	0.129232754356891	-2.45157506879102	0.0142232515184376	0.0328919782189872
ABCA5	1022.71459705673	-0.150968386563642	0.0433931457697108	-3.47908370978304	0.000503131397081034	0.00168534000620539
ABCA6	0.736636551509169	-0.943587270636914	0.455858223298616	-2.0699138951779	0.038460408483019	0.0777386481015706
ABCA7	199.084131528368	0.227467324405669	0.0776990370557781	2.92754367396312	0.00341651073440065	0.00929904619385062
ABCA8	0.0810305417248096	-0.135350405820177	0.38040849482912	-0.355802795310806	0.721988255547433	NA
ABCA9	0.452167936367842	0.400133887238476	0.486822403470485	0.821929895555301	0.41111679711799	0.540701144873585
ABCB1	0.690348066308023	-0.00237945433225067	0.445942742716709	-0.00533578440531378	0.995742680204642	0.997594112916826
ABCB10	670.329234203624	0.156517355031008	0.0354919823401481	4.4099355604028	1.03401383890321e-05	4.92246051661779e-05
ABCB11	0.123023695967717	0.230715513329512	0.44165547856303	0.522387980061219	0.601400223278366	NA
ABCB4	5.2037266522794	-0.0718755639102676	0.235707543586481	-0.304935356826612	0.760415386520018	0.837178838513652
ABCB5	0.0696165970030273	-0.112617031706789	0.373323723823233	-0.301660528169683	0.762910861215629	NA
ABCB6	819.399617483493	0.14433512731434	0.0365223833107889	3.95196354208634	7.75125517978127e-05	0.00031160869852622
ABCB7	470.008325648206	0.0375820075461163	0.030407351389993	1.23595136794731	0.216476641265163	0.329104280266344
ABCB8	1253.4128618671	0.187961846416632	0.0312111491982357	6.02226612108398	1.71991795933109e-09	1.52954871690002e-08
ABCB9	517.197824858525	0.205731874311616	0.0551814165863452	3.72828185716649	0.000192789687098115	0.000709301312832427
ABCC1	0	NA	NA	NA	NA	NA
ABCC10	1264.332463829	0.0471192927444544	0.0316221127081172	1.49007415093929	0.136204739995368	0.225667344720394
ABCC11	4.69285225108489	0.0846832218973973	0.222819600209457	0.380052840135215	0.703906191903139	0.794246484846904
ABCC12	0.115058135255967	0.112930695457203	0.419623424958383	0.269123906675143	0.787834334019566	NA
ABCC13	2.88645123133532	-0.765563095200415	0.310839040025126	-2.46289235463645	0.0137821287015364	0.0320165770250035
ABCC2	20.6239023068275	-0.660272275280494	0.126514594972661	-5.21894154127572	1.79948544982572e-07	1.15591024371191e-06
ABCC3	4502.96689205494	0.288475181182249	0.0569512704514747	5.06529843663529	4.0776102849932e-07	2.47401572750111e-06
ABCC4	792.656807736289	-0.164877222798623	0.0312283426719837	-5.27973016469238	1.29374270587976e-07	8.4923224033126e-07
ABCC5	1647.76006171116	-0.19269697831697	0.0399030174132274	-4.82913300318721	1.37128796163101e-06	7.62825522627805e-06
ABCC6	2.57324875713621	-0.170753646972659	0.327534235801373	-0.521330683355524	0.602136429803655	0.712498139943749
ABCC6P1	0.0240751144255687	-0.172332481493309	0.234709817195708	-0.734236358548277	0.462804697682843	NA
ABCC6P2	0.317731809384257	-0.43221489890946	0.489051398603402	-0.883782154889544	0.376813821327187	0.507170877591026
ABCC8	31.3623255858027	-0.37663204241809	0.107582333076934	-3.50087260283482	0.000463737470832007	0.00156696062648072
ABCC9	1.52136908459728	-0.995134799606771	0.381795547104772	-2.60645994211579	0.0091483524013275	0.0223473655415099
ABCD1	188.925939347984	-0.332116252612303	0.0543564521541689	-6.1099692759626	9.96503222043348e-10	9.22521210614372e-09
ABCD2	0.342855590249273	-0.0452491819312048	0.487062041565334	-0.0929022959493655	0.925981181734456	0.952898117524064
ABCD3	1082.81139889909	0.558548383460232	0.0556890802269796	10.0297649230995	1.12784801019356e-23	6.62801220855304e-22
ABCD4	662.068109904555	-0.0370073884228432	0.0358242756581362	-1.03302544832999	0.301591989578203	0.428330556720513
ABCE1	2473.74089569186	0.121620586010311	0.0390136985865017	3.11738159714983	0.00182465224197685	0.00533084073718294
ABCF1	5087.85849835413	0.0210208014267205	0.016372980135858	1.28387143038692	0.199186945125238	0.307823108604612
