NDUFC2-KCTD14	1.098736	0.555397	0.380937	0.625741	1.651910	0.173867	0.504824	0.197924	0.301749	0.314987	0.267678	0.512725
SERF1A	0.478695	0.417202	0.001141	1.318389	1.633888	2.061772	0.000780	0.000531	0.000752	0.001786	2.590103	0.001510
PTGS1	0.450559	0.621311	1.332259	0.254491	1.627666	0.736919	0.457241	0.802593	0.343529	0.743475	0.671662	1.075625
NID2	0.696516	0.853575	0.829949	0.147064	1.514467	0.765740	0.948358	0.720924	0.420987	0.565297	0.529075	0.724170
SLC38A5	0.124519	0.331174	1.049096	0.686148	1.497948	0.607359	0.408664	0.650577	0.987803	0.681709	0.608838	0.656557
GLT8D2	0.918688	0.415448	0.420101	0.586314	1.443104	1.353947	0.833001	0.438119	0.289795	0.693625	0.844450	0.453607
FRMPD2	0.279730	1.114200	0.353831	0.901261	1.414685	0.716182	0.376742	1.182744	0.456122	0.776726	1.310598	0.574599
SBK2	1.037459	0.908099	0.689034	0.299739	1.411623	0.823987	0.971165	0.572432	0.358572	0.176893	0.391348	0.301856
NPPC	0.744216	0.946674	1.049736	0.743025	1.395034	0.573226	0.968931	0.942890	0.475286	0.376283	0.612357	0.715193
GPBAR1	0.977706	0.350594	0.598601	1.239206	1.308637	0.034986	1.007187	1.491464	0.385835	0.397028	0.956197	0.462445
SNORA32	1.061593	0.397585	0.229518	0.229662	1.286935	0.635572	1.204768	1.266542	0.553529	0.629774	1.463053	0.504946
PNPLA1	0.380627	0.935313	1.236305	0.941730	1.279512	0.361542	0.462753	0.538753	0.833326	0.708384	0.470976	0.655231
SNORA17	1.713211	1.253302	0.273900	0.533116	1.265834	0.500283	0.228328	1.249813	0.837035	0.869126	0.373195	0.265389
PRSS12	0.557850	0.705718	0.498186	0.484871	1.253902	1.111844	1.376755	0.535587	0.961717	0.942806	1.018382	0.620233
ADCY10P1	0.972293	0.562351	0.712331	0.844258	1.253503	1.056100	0.297033	0.334209	0.585677	0.473155	0.616878	0.412530
CCBE1	0.133528	0.164187	0.464039	1.170953	1.233370	0.625897	0.452582	1.143493	0.986783	0.084365	1.269492	0.956581
TM6SF1	0.273183	0.388825	0.129957	0.498480	1.227909	0.319576	0.226007	0.321657	0.224618	0.335590	0.202991	0.337395
C15orf38-AP3S2	0.388730	0.696406	0.573860	0.356132	1.209922	0.573580	1.006801	0.242992	0.413965	0.404824	0.788200	0.490875
C10orf32-AS3MT	0.390359	0.781279	0.401569	1.189233	1.209675	1.042803	0.484988	1.206932	0.731665	1.012311	0.862288	0.737870
SPHAR	0.302760	0.437981	0.303812	0.316680	1.196214	0.337555	0.545596	0.655706	0.521008	0.323578	0.315723	0.777902
CNBD2	2.023221	1.250689	1.184742	1.185265	1.190245	0.798512	0.434267	0.310957	0.236923	0.492807	0.293308	0.248666
SPDYA	0.551738	0.665816	0.515527	0.562445	1.188792	0.484182	0.521215	1.024694	0.299576	0.249977	0.769868	0.797574
PLGLB2	0.991440	0.177906	2.475591	0.351608	1.186884	1.028965	0.762581	1.326630	1.429838	0.688964	0.822791	0.251271
LURAP1	0.638559	0.248313	0.349339	1.003833	1.175554	1.463275	0.086346	0.122461	0.957036	0.206918	0.682471	0.830884
ADH6	0.429059	0.243865	0.525342	1.268430	1.171012	0.508916	1.139979	0.096540	0.089523	0.703744	0.508463	1.025443
CBWD5	0.184400	0.069774	0.378537	0.286612	1.165861	0.723132	0.193761	0.742161	0.602693	0.801656	0.592210	0.273018
BMS1P6	0.237018	0.370189	0.571201	0.697813	1.142650	0.638483	0.517288	0.934613	0.705842	0.958418	1.261024	0.442517
PPP1R14D	0.792451	0.723546	1.086544	0.339792	1.133810	0.483337	0.722758	0.265144	0.668272	0.651678	0.564776	0.404142
LOC100133612	1.181744	0.669771	0.723111	0.359570	1.117760	0.937874	0.104438	1.669144	0.782525	0.686818	0.538820	1.073860
HOXD11	0.364858	0.526459	0.221180	0.320230	1.111287	0.872656	0.536502	0.901906	0.685261	0.194487	0.952095	0.478011
PRELP	0.455221	0.182480	0.550353	0.767492	1.105858	0.940069	1.141392	1.098469	0.831794	0.971929	0.823205	0.928850
ENKUR	0.903388	0.591301	0.491824	0.291455	1.105007	0.475715	0.710874	0.615539	0.446548	0.979108	0.583262	0.232670
LINC00167	0.201190	0.631298	0.732288	0.658646	1.096349	0.396134	1.144402	0.505361	1.317703	1.287671	0.867858	1.019543
MARK2P9	0.446821	0.381622	0.524985	0.827558	1.089659	1.268331	0.871892	0.556511	0.459704	1.264264	0.521799	0.552490
EID3	0.397086	1.279206	0.695585	0.516031	1.078662	0.702574	1.226524	0.771391	0.770667	0.583626	0.973323	1.026509
TGIF2-C20orf24	0.025668	0.253063	0.357817	0.319564	1.072533	0.184311	0.184709	0.213138	0.269025	0.082742	0.195516	0.232040
BHLHE40-AS1	0.263752	0.857444	0.676247	0.645421	1.068734	0.899626	0.910388	0.811356	0.866148	0.570016	1.080473	1.060195
ITGB3	0.567996	0.922627	0.332890	0.560856	1.065713	0.388531	0.658486	0.614883	0.375346	0.669848	0.529158	0.649023
PHB2	0.839245	0.375043	0.397269	0.597882	1.057697	0.379534	0.453286	0.434718	0.338722	0.656266	0.620061	0.604128
ITGB8	0.291821	0.151890	0.204592	0.264592	1.050538	0.455624	0.118959	0.136781	0.176586	0.102817	0.117930	0.087953
FBLL1	0.556627	0.944694	0.793058	0.514450	1.049016	0.721967	0.587442	0.333894	0.819994	0.830787	0.436165	0.853841
TMEM132E	1.506118	0.250396	0.549121	0.946794	1.045710	0.908454	0.500891	0.559139	0.290167	0.246345	0.183267	0.241363
KCNS2	0.699464	0.989382	0.459260	0.642637	1.045219	0.651078	1.200824	1.163296	0.722320	0.663311	0.634088	0.359211
ZNF705D	0.051897	0.060381	0.858896	1.206299	1.042866	0.916641	0.945133	0.995793	1.077531	0.534639	1.021718	0.982065
WIPF3	0.524468	0.398734	0.822947	0.718110	1.038303	0.221165	0.614348	1.017430	0.706928	0.302252	1.147512	0.773279
C15orf48	0.258915	0.295085	0.253521	0.149862	1.033777	0.292343	0.399979	0.206396	0.113682	0.156346	0.349819	0.080494
LOC100287036	0.768753	0.313592	1.185062	0.546869	1.030372	0.611667	1.110253	1.040871	0.929433	0.432124	1.495029	0.758290
SLC25A34	0.315354	0.529928	0.766525	0.274232	1.028288	0.514019	0.624955	0.510098	0.857241	0.768225	0.313210	0.625372
C10orf25	0.193177	0.936371	0.331463	0.794712	1.026832	0.271658	0.291590	0.897240	0.486294	0.648347	1.029025	0.462156
PTX4	0.759653	1.216049	0.587925	0.659366	1.019466	0.629641	0.934195	0.569324	0.773273	0.728220	1.420335	0.864549
MPV17L	0.355573	0.244264	0.288510	0.823727	1.019346	0.395353	1.128181	1.008108	0.553587	0.607192	0.348274	1.402429
NAGPA-AS1	1.104644	0.983535	0.408187	0.954879	1.012495	1.002313	1.014135	0.790721	1.200176	0.697743	0.661387	0.456364
CCRL1	0.980145	1.198986	0.564032	0.469148	1.008740	0.531542	0.391673	1.308310	0.996159	0.867235	0.661000	1.225033
CD200R1	1.015995	0.854098	0.675631	0.260656	1.007889	1.056623	0.732971	0.320786	0.931712	0.220867	0.519111	0.345298
POU5F1P4	0.203291	0.341871	0.762757	0.667113	1.005625	1.197316	1.379308	1.428072	0.969813	0.695126	1.237286	0.640582
CHST6	0.232704	0.527397	0.513306	0.937381	0.998506	1.090979	0.653043	1.035897	1.170255	0.619167	1.204705	0.620174
MEP1B	0.718879	0.631023	0.480152	0.631392	0.991661	0.513860	0.352489	1.022768	0.480109	0.712224	0.453992	1.265831
RASAL3	0.288524	0.727357	1.754003	0.731690	0.990086	0.737333	1.246642	0.440244	0.789483	0.320329	0.428634	0.113530
LIMD1-AS1	0.411383	0.512394	0.380810	1.114736	0.987352	0.743181	0.870077	0.851570	0.350574	0.489129	0.896680	0.496893
LOC646862	1.319384	0.861731	1.096338	0.555941	0.984353	0.652241	0.484742	0.306831	0.531259	0.174556	0.464386	0.144208
PROZ	0.937474	1.089933	0.896370	0.757651	0.983052	0.364343	0.801977	0.937502	0.922783	0.367287	0.619850	0.526006
UNQ6494	0.644821	0.856009	0.225577	0.942049	0.981866	0.426242	0.313552	0.159686	0.023456	0.364129	0.735497	0.877432
CCDC73	0.411389	0.352099	0.334163	0.709105	0.973045	0.199875	0.940813	0.774414	0.692207	0.330191	0.880096	0.412317
STRC	0.530482	0.385178	0.795701	0.478669	0.968129	0.626034	0.446941	0.718382	0.426591	0.760801	0.848552	0.684844
RNU6ATAC	0.982259	2.339028	0.697276	0.250630	0.964238	0.887352	1.395478	0.722851	0.892001	0.562162	1.207174	0.882667
SNORA25	1.191447	1.000916	0.829730	0.894086	0.964041	0.356137	0.264800	0.462533	1.293252	1.034288	1.171072	0.940495
REP15	0.284767	0.483673	0.595312	0.431100	0.962321	0.405783	0.818990	0.634091	0.456290	0.424797	0.760943	0.609308
ATP1A2	0.422757	1.229959	1.057138	0.733703	0.957115	0.910810	0.652253	0.716074	0.335938	0.228168	0.730177	0.671957
NOG	0.174669	0.414117	0.488764	0.405342	0.955234	0.543810	0.309072	0.809688	0.562004	0.608712	0.771979	0.481974
RPL31P11	0.006021	0.004621	0.112881	0.162644	0.946761	0.119811	0.111691	0.096032	0.083693	0.048580	0.085387	0.071198
ZNF705A	0.286680	0.212155	0.804483	0.612416	0.941890	0.972958	1.632336	0.865400	1.207297	0.503912	0.933579	0.514848
PAX6	0.323420	0.480990	0.506888	0.685640	0.941362	0.444301	0.263513	0.767568	0.539168	0.471836	0.573338	0.838465
FLJ22447	1.058962	1.042381	1.179903	0.680689	0.940590	0.706240	0.361585	0.928985	0.753612	1.016336	0.465800	0.843082
